reviewid,title,url,score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year
789,god bless the blake babies,http://pitchfork.com/reviews/albums/789-god-bless-the-blake-babies/,6.9,0,dan kilian,,2001-03-06,1,6,3,2001
781,dog in the sand,http://pitchfork.com/reviews/albums/781-dog-in-the-sand/,7.8,0,d. erik kempke,,2001-03-01,3,1,3,2001
2419,turn 21,http://pitchfork.com/reviews/albums/2419-turn-21/,4.9,0,john dark,,2001-02-28,2,28,2,2001
5951,the early four track recordings,http://pitchfork.com/reviews/albums/5951-the-early-four-track-recordings/,7.3,0,matt lemay,contributor,2001-02-28,2,28,2,2001
4787,ride the skies,http://pitchfork.com/reviews/albums/4787-ride-the-skies/,8.1,0,matt lemay,contributor,2001-02-28,2,28,2,2001
253,live in chicago,http://pitchfork.com/reviews/albums/253-live-in-chicago/,7.6,0,spencer owen,,2001-02-28,2,28,2,2001
6316,complete b-sides,http://pitchfork.com/reviews/albums/6316-complete-b-sides/,9.6,0,ryan kearney,,2001-02-28,2,28,2,2001
1672,bring on the snakes,http://pitchfork.com/reviews/albums/1672-bring-on-the-snakes/,6.2,0,nick mirov,,2001-02-28,2,28,2,2001
400,azure ray,http://pitchfork.com/reviews/albums/400-azure-ray/,7,0,camilo arturo leslie,,2001-02-28,2,28,2,2001
270,the red thread,http://pitchfork.com/reviews/albums/270-the-red-thread/,6.9,0,camilo arturo leslie,,2001-02-27,1,27,2,2001
7470,nightsongs,http://pitchfork.com/reviews/albums/7470-nightsongs/,7.8,0,sam eccleston,,2001-02-27,1,27,2,2001
5387,folktronic,http://pitchfork.com/reviews/albums/5387-folktronic/,6.4,0,matt lemay,contributor,2001-02-27,1,27,2,2001
6026,cydonia,http://pitchfork.com/reviews/albums/6026-cydonia/,6.1,0,paul cooper,contributor,2001-02-27,1,27,2,2001
1249,call and response,http://pitchfork.com/reviews/albums/1249-call-and-response/,5.7,0,richard m. juzwiak,contributor,2001-02-27,1,27,2,2001
4791,complete recordings,http://pitchfork.com/reviews/albums/4791-complete-recordings/,9,0,sam eccleston,,2001-02-20,1,20,2,2001
7429,girls can tell,http://pitchfork.com/reviews/albums/7429-girls-can-tell/,8,0,nick mirov,,2001-02-20,1,20,2,2001
3529,the blue trees ep,http://pitchfork.com/reviews/albums/3529-the-blue-trees-ep/,7.7,0,richard m. juzwiak,contributor,2001-02-20,1,20,2,2001
3702,neil michael hagerty,http://pitchfork.com/reviews/albums/3702-neil-michael-hagerty/,6.4,0,mark richard-san,,2001-02-20,1,20,2,2001
4617,fixed::context,http://pitchfork.com/reviews/albums/4617-fixedcontext/,8,0,mark richard-san,,2001-02-20,1,20,2,2001
5782,newness ends,http://pitchfork.com/reviews/albums/5782-newness-ends/,7.9,0,sam eccleston,,2001-02-20,1,20,2,2001
6726,ep [2001],http://pitchfork.com/reviews/albums/6726-ep-2001/,4.6,0,spencer owen,,2001-02-20,1,20,2,2001
6972,interlude,http://pitchfork.com/reviews/albums/6972-interlude/,7.8,0,richard m. juzwiak,contributor,2001-02-20,1,20,2,2001
202,the anomoanon,http://pitchfork.com/reviews/albums/202-the-anomoanon/,7.7,0,matt lemay,contributor,2001-02-20,1,20,2,2001
8114,standards,http://pitchfork.com/reviews/albums/8114-standards/,9.2,0,matt lemay,contributor,2001-02-20,1,20,2,2001
245,the night is advancing,http://pitchfork.com/reviews/albums/245-the-night-is-advancing/,8.3,0,matt lemay,contributor,2001-02-20,1,20,2,2001
4205,the sleepy strange,http://pitchfork.com/reviews/albums/4205-the-sleepy-strange/,4.9,0,matt lemay,contributor,2001-02-13,1,13,2,2001
8154,mission accomplished ep,http://pitchfork.com/reviews/albums/8154-mission-accomplished-ep/,2,0,spencer owen,,2001-02-06,1,6,2,2001
4234,loop-finding-jazz-records,http://pitchfork.com/reviews/albums/4234-loop-finding-jazz-records/,9.3,0,mark richard-san,,2001-02-06,1,6,2,2001
4916,live,http://pitchfork.com/reviews/albums/4916-live/,5.8,0,michael sandlin,,2001-02-06,1,6,2,2001
5057,stephen malkmus,http://pitchfork.com/reviews/albums/5057-stephen-malkmus/,7.7,0,nick mirov,,2001-01-31,2,31,1,2001
2429,lost souls,http://pitchfork.com/reviews/albums/2429-lost-souls/,6.8,0,sam eccleston,,2001-01-31,2,31,1,2001
4704,from the desk of mr. lady ep,http://pitchfork.com/reviews/albums/4704-from-the-desk-of-mr-lady-ep/,5,0,richard m. juzwiak,contributor,2001-01-23,1,23,1,2001
7462,easy come easy go 1994-2000,http://pitchfork.com/reviews/albums/7462-easy-come-easy-go-1994-2000/,7.8,0,camilo arturo leslie,,2001-01-23,1,23,1,2001
4892,things we lost in the fire,http://pitchfork.com/reviews/albums/4892-things-we-lost-in-the-fire/,8.7,0,ryan schreiber,editor-in-chief,2001-01-21,6,21,1,2001
7122,"very soon, and in pleasant company",http://pitchfork.com/reviews/albums/7122-very-soon-and-in-pleasant-company/,6.9,0,ryan kearney,,2001-01-16,1,16,1,2001
8500,styles of the unexpected ep,http://pitchfork.com/reviews/albums/8500-styles-of-the-unexpected-ep/,5.6,0,paul cooper,contributor,2001-01-16,1,16,1,2001
1252,scavengers,http://pitchfork.com/reviews/albums/1252-scavengers/,8.3,0,richard m. juzwiak,contributor,2001-01-16,1,16,1,2001
7117,new orbit,http://pitchfork.com/reviews/albums/7117-new-orbit/,8.8,0,matt lemay,contributor,2001-01-16,1,16,1,2001
213,liberation afro beat vol. 1,http://pitchfork.com/reviews/albums/213-liberation-afro-beat-vol-1/,6,0,jonny pietin,,2001-01-16,1,16,1,2001
1307,verse by verse,http://pitchfork.com/reviews/albums/1307-verse-by-verse/,7.8,0,spencer owen,,2001-01-15,0,15,1,2001
4523,what's next to the moon,http://pitchfork.com/reviews/albums/4523-whats-next-to-the-moon/,6,0,ryan kearney,,2001-01-10,2,10,1,2001
5356,sad sappy sucker,http://pitchfork.com/reviews/albums/5356-sad-sappy-sucker/,7,0,spencer owen,,2001-01-04,3,4,1,2001
32,versus the world,http://pitchfork.com/reviews/albums/32-versus-the-world/,7,0,john dark,,2000-12-31,6,31,12,2000
33,the scene's out of sight,http://pitchfork.com/reviews/albums/33-the-scenes-out-of-sight/,7.6,0,ryan schreiber,editor-in-chief,2000-12-31,6,31,12,2000
132,the impossible thrill,http://pitchfork.com/reviews/albums/132-the-impossible-thrill/,3,0,richard m. juzwiak,contributor,2000-12-31,6,31,12,2000
115,second nature,http://pitchfork.com/reviews/albums/115-second-nature/,6.8,0,sam eccleston,,2000-12-31,6,31,12,2000
6965,parts water,http://pitchfork.com/reviews/albums/6965-parts-water/,8.5,0,paul cooper,contributor,2000-12-31,6,31,12,2000
7282,'neath the puke tree ep,http://pitchfork.com/reviews/albums/7282-neath-the-puke-tree-ep/,6.8,0,matt lemay,contributor,2000-12-31,6,31,12,2000
106,if you happy with you need do nothing,http://pitchfork.com/reviews/albums/106-if-you-happy-with-you-need-do-nothing/,6.9,0,brent dicrescenzo,contributor,2000-12-31,6,31,12,2000
110,from here to infirmary,http://pitchfork.com/reviews/albums/110-from-here-to-infirmary/,6.5,0,john dark,,2000-12-31,6,31,12,2000
17,accepted eclectic,http://pitchfork.com/reviews/albums/17-accepted-eclectic/,7.3,0,david m. pecoraro,,2000-12-31,6,31,12,2000
12,abilene,http://pitchfork.com/reviews/albums/12-abilene/,7,0,camilo arturo leslie,,2000-12-31,6,31,12,2000
5217,teeny shiny,http://pitchfork.com/reviews/albums/5217-teeny-shiny/,7.1,0,brendan reid,,2000-12-12,1,12,12,2000
5159,some best friend you turned out to be,http://pitchfork.com/reviews/albums/5159-some-best-friend-you-turned-out-to-be/,9.2,0,matt lemay,contributor,2000-12-12,1,12,12,2000
360,peel session 2 ep,http://pitchfork.com/reviews/albums/360-peel-session-2-ep/,6.9,0,ryan kearney,,2000-12-12,1,12,12,2000
2856,lullaby of clubland ep,http://pitchfork.com/reviews/albums/2856-lullaby-of-clubland-ep/,7.7,0,paul cooper,contributor,2000-12-05,1,5,12,2000
139,pelo,http://pitchfork.com/reviews/albums/139-pelo/,5,0,john dark,,2000-11-30,3,30,11,2000
3373,ovo: the millennium show,http://pitchfork.com/reviews/albums/3373-ovo-the-millennium-show/,6.8,0,spencer owen,,2000-11-30,3,30,11,2000
835,in a beautiful place out in the country ep,http://pitchfork.com/reviews/albums/835-in-a-beautiful-place-out-in-the-country-ep/,8.9,0,paul cooper,contributor,2000-11-30,3,30,11,2000
4403,fuck fight fail,http://pitchfork.com/reviews/albums/4403-fuck-fight-fail/,7.4,0,ryan schreiber,editor-in-chief,2000-11-30,3,30,11,2000
8869,danelectro ep,http://pitchfork.com/reviews/albums/8869-danelectro-ep/,6.3,0,d. erik kempke,,2000-11-30,3,30,11,2000
325,apple street ep,http://pitchfork.com/reviews/albums/325-apple-street-ep/,2.6,0,nick mirov,,2000-11-30,3,30,11,2000
51,add insult to injury,http://pitchfork.com/reviews/albums/51-add-insult-to-injury/,5.9,0,matt lemay,contributor,2000-11-30,3,30,11,2000
1957,plus 8 classics 1990-1997,http://pitchfork.com/reviews/albums/1957-plus-8-classics-1990-1997/,7.7,0,paul cooper,contributor,2000-11-28,1,28,11,2000
4776,muddlin gear,http://pitchfork.com/reviews/albums/4776-muddlin-gear/,6.6,0,paul cooper,contributor,2000-11-28,1,28,11,2000
6469,gerroa songs,http://pitchfork.com/reviews/albums/6469-gerroa-songs/,7.3,0,ryan kearney,,2000-11-28,1,28,11,2000
949,morse code in the modern age: across the americas,http://pitchfork.com/reviews/albums/949-morse-code-in-the-modern-age-across-the-americas/,6.8,0,spencer owen,,2000-11-22,2,22,11,2000
2677,volume two,http://pitchfork.com/reviews/albums/2677-volume-two/,7,0,richard m. juzwiak,contributor,2000-11-21,1,21,11,2000
5798,things falling apart,http://pitchfork.com/reviews/albums/5798-things-falling-apart/,0.4,0,ryan kearney,,2000-11-21,1,21,11,2000
830,the best of blur,http://pitchfork.com/reviews/albums/830-the-best-of-blur/,8.6,0,richard m. juzwiak,contributor,2000-11-21,1,21,11,2000
1414,music:response ep,http://pitchfork.com/reviews/albums/1414-musicresponse-ep/,6.5,0,richard m. juzwiak,contributor,2000-11-21,1,21,11,2000
2992,the view from this tower,http://pitchfork.com/reviews/albums/2992-the-view-from-this-tower/,8,0,camilo arturo leslie,,2000-11-14,1,14,11,2000
7205,silence magnifies sound,http://pitchfork.com/reviews/albums/7205-silence-magnifies-sound/,6.3,0,john dark,,2000-11-14,1,14,11,2000
4926,necrophones,http://pitchfork.com/reviews/albums/4926-necrophones/,6,0,camilo arturo leslie,,2000-11-14,1,14,11,2000
5300,maxi on ep,http://pitchfork.com/reviews/albums/5300-maxi-on-ep/,8.3,0,spencer owen,,2000-11-14,1,14,11,2000
3861,buzzle bee,http://pitchfork.com/reviews/albums/3861-buzzle-bee/,6,0,john dark,,2000-11-14,1,14,11,2000
5930,the masterplan,http://pitchfork.com/reviews/albums/5930-the-masterplan/,3.7,0,michael sandlin,,2000-11-13,0,13,11,2000
7336,ghost tropic,http://pitchfork.com/reviews/albums/7336-ghost-tropic/,7.5,0,ryan kearney,,2000-11-13,0,13,11,2000
4139,who stole the i walkman?,http://pitchfork.com/reviews/albums/4139-who-stole-the-i-walkman/,8.6,0,ryan schreiber,editor-in-chief,2000-11-12,6,12,11,2000
4225,remixes: 1997-2000,http://pitchfork.com/reviews/albums/4225-remixes-1997-2000/,5.2,0,paul cooper,contributor,2000-11-08,2,8,11,2000
682,valedictory songs,http://pitchfork.com/reviews/albums/682-valedictory-songs/,6.9,0,matt lemay,contributor,2000-11-07,1,7,11,2000
1539,parachutes,http://pitchfork.com/reviews/albums/1539-parachutes/,5.3,0,spencer owen,,2000-11-07,1,7,11,2000
5273,"model 3, step 2",http://pitchfork.com/reviews/albums/5273-model-3-step-2/,8,0,mark richard-san,,2000-11-07,1,7,11,2000
3008,halfway between the gutter and the stars,http://pitchfork.com/reviews/albums/3008-halfway-between-the-gutter-and-the-stars/,4.2,0,richard m. juzwiak,contributor,2000-11-07,1,7,11,2000
7681,everything and nothing,http://pitchfork.com/reviews/albums/7681-everything-and-nothing/,6.1,0,paul cooper,contributor,2000-11-07,1,7,11,2000
8223,tiny reminders,http://pitchfork.com/reviews/albums/8223-tiny-reminders/,9.3,0,paul cooper,contributor,2000-10-31,1,31,10,2000
3061,the fire show,http://pitchfork.com/reviews/albums/3061-the-fire-show/,7.9,0,ryan kearney,,2000-10-31,1,31,10,2000
3756,"stories from the city, stories from the sea",http://pitchfork.com/reviews/albums/3756-stories-from-the-city-stories-from-the-sea/,5.5,0,spencer owen,,2000-10-31,1,31,10,2000
6626,no kill no beep beep,http://pitchfork.com/reviews/albums/6626-no-kill-no-beep-beep/,7.1,0,brent dicrescenzo,contributor,2000-10-31,1,31,10,2000
2846,hashin' it out,http://pitchfork.com/reviews/albums/2846-hashin-it-out/,7.1,0,spencer owen,,2000-10-31,1,31,10,2000
2231,forbidden love ep,http://pitchfork.com/reviews/albums/2231-forbidden-love-ep/,7.5,0,camilo arturo leslie,,2000-10-31,1,31,10,2000
8329,all that you can't leave behind,http://pitchfork.com/reviews/albums/8329-all-that-you-cant-leave-behind/,5,0,brent dicrescenzo,contributor,2000-10-31,1,31,10,2000
87,aix em klemm,http://pitchfork.com/reviews/albums/87-aix-em-klemm/,7.4,0,mark richard-san,,2000-10-27,4,27,10,2000
557,zero-one-infinity,http://pitchfork.com/reviews/albums/557-zero-one-infinity/,6.7,0,christopher dare,,2000-10-25,2,25,10,2000
3489,lift your skinny fists like antennas to heaven,http://pitchfork.com/reviews/albums/3489-lift-your-skinny-fists-like-antennas-to-heaven/,9,0,brent s. sirota,,2000-10-25,2,25,10,2000
4385,unsolved,http://pitchfork.com/reviews/albums/4385-unsolved/,7.9,0,camilo arturo leslie,,2000-10-24,1,24,10,2000
3118,sedatif en frquences en sillons ep,http://pitchfork.com/reviews/albums/3118-sedatif-en-frequences-en-sillons-ep/,6.3,0,mark richard-san,,2000-10-24,1,24,10,2000
7427,love ways ep,http://pitchfork.com/reviews/albums/7427-love-ways-ep/,7.9,0,nick mirov,,2000-10-24,1,24,10,2000
8121,it all has to do with it,http://pitchfork.com/reviews/albums/8121-it-all-has-to-do-with-it/,4.1,0,brent s. sirota,,2000-10-24,1,24,10,2000
2842,eternals,http://pitchfork.com/reviews/albums/2842-eternals/,8.4,0,matt lemay,contributor,2000-10-24,1,24,10,2000
4187,fig. 5,http://pitchfork.com/reviews/albums/4187-fig-5/,9.2,0,brent s. sirota,,2000-10-23,0,23,10,2000
3400,unreasonable behaviour,http://pitchfork.com/reviews/albums/3400-unreasonable-behaviour/,7,0,matt lemay,contributor,2000-10-17,1,17,10,2000
1472,this is cinerama,http://pitchfork.com/reviews/albums/1472-this-is-cinerama/,7.5,0,sam eccleston,,2000-10-17,1,17,10,2000
5453,the coroner's gambit,http://pitchfork.com/reviews/albums/5453-the-coroners-gambit/,8.5,0,sam eccleston,,2000-10-17,1,17,10,2000
4548,reflection eternal,http://pitchfork.com/reviews/albums/4548-reflection-eternal/,7.9,0,sam eccleston,,2000-10-17,1,17,10,2000
6723,our aim is to satisfy red snapper,http://pitchfork.com/reviews/albums/6723-our-aim-is-to-satisfy-red-snapper/,7.6,0,mark richard-san,,2000-10-17,1,17,10,2000
2651,kingdom of champions,http://pitchfork.com/reviews/albums/2651-kingdom-of-champions/,6.8,0,john dark,,2000-10-17,1,17,10,2000
7622,in the valley of dying stars,http://pitchfork.com/reviews/albums/7622-in-the-valley-of-dying-stars/,5.3,0,steven byrd,,2000-10-17,1,17,10,2000
4230,geometry,http://pitchfork.com/reviews/albums/4230-geometry/,6.5,0,sam eccleston,,2000-10-17,1,17,10,2000
8552,electric waco chair,http://pitchfork.com/reviews/albums/8552-electric-waco-chair/,7.2,0,sam eccleston,,2000-10-17,1,17,10,2000
4657,nixon,http://pitchfork.com/reviews/albums/4657-nixon/,6.5,0,kristin sage rockermann,,2000-10-10,1,10,10,2000
3704,if i could only fly,http://pitchfork.com/reviews/albums/3704-if-i-could-only-fly/,7.6,0,ryan kearney,,2000-10-10,1,10,10,2000
1947,xen cuts,http://pitchfork.com/reviews/albums/1947-xen-cuts/,9.1,0,mark richard-san,,2000-10-03,1,3,10,2000
1662,watering ghost garden ep,http://pitchfork.com/reviews/albums/1662-watering-ghost-garden-ep/,5.9,0,camilo arturo leslie,,2000-10-03,1,3,10,2000
7988,so much for the ten year plan: a retrospective 1990-2000,http://pitchfork.com/reviews/albums/7988-so-much-for-the-ten-year-plan-a-retrospective-1990-2000/,6.5,0,d. erik kempke,,2000-10-03,1,3,10,2000
805,melodie citronique ep,http://pitchfork.com/reviews/albums/805-melodie-citronique-ep/,5,0,s. murray,,2000-10-03,1,3,10,2000
6727,ep,http://pitchfork.com/reviews/albums/6727-ep/,7.8,0,ryan kearney,,2000-10-03,1,3,10,2000
5296,down in fall ep,http://pitchfork.com/reviews/albums/5296-down-in-fall-ep/,6.6,0,d. erik kempke,,2000-10-03,1,3,10,2000
5793,dj kicks,http://pitchfork.com/reviews/albums/5793-dj-kicks/,5.5,0,paul cooper,contributor,2000-10-03,1,3,10,2000
2414,american don,http://pitchfork.com/reviews/albums/2414-american-don/,7.5,0,matt lemay,contributor,2000-10-03,1,3,10,2000
6656,kid a,http://pitchfork.com/reviews/albums/6656-kid-a/,10,0,brent dicrescenzo,contributor,2000-10-02,0,2,10,2000
762,three,http://pitchfork.com/reviews/albums/762-three/,7.8,0,ryan kearney,,2000-09-30,5,30,9,2000
526,the hour of bewilderbeast,http://pitchfork.com/reviews/albums/526-the-hour-of-bewilderbeast/,8.6,0,brent dicrescenzo,contributor,2000-09-30,5,30,9,2000
7648,himawari,http://pitchfork.com/reviews/albums/7648-himawari/,6.6,0,paul cooper,contributor,2000-09-30,5,30,9,2000
700,get on jolly ep,http://pitchfork.com/reviews/albums/700-get-on-jolly-ep/,7,0,ryan kearney,,2000-09-30,5,30,9,2000
5424,fragments of freedom,http://pitchfork.com/reviews/albums/5424-fragments-of-freedom/,5.1,0,al shipley,,2000-09-30,5,30,9,2000
1332,american iii: solitary man,http://pitchfork.com/reviews/albums/1332-american-iii-solitary-man/,8.6,0,ryan kearney,,2000-09-30,5,30,9,2000
7040,oui,http://pitchfork.com/reviews/albums/7040-oui/,9,0,brent s. sirota,,2000-09-27,2,27,9,2000
7657,time capsule: the best of...,http://pitchfork.com/reviews/albums/7657-time-capsule-the-best-of/,7.2,0,richard m. juzwiak,contributor,2000-09-26,1,26,9,2000
5807,(it (is) it) critical band,http://pitchfork.com/reviews/albums/5807-it-is-it-critical-band/,7.2,0,craig griffith,,2000-09-26,1,26,9,2000
5198,golden lies,http://pitchfork.com/reviews/albums/5198-golden-lies/,4.3,0,al shipley,,2000-09-26,1,26,9,2000
8165,dream signals in full circles,http://pitchfork.com/reviews/albums/8165-dream-signals-in-full-circles/,3.5,0,craig griffith,,2000-09-26,1,26,9,2000
6295,some voices ep,http://pitchfork.com/reviews/albums/6295-some-voices-ep/,7.1,0,judson picco,,2000-09-24,6,24,9,2000
3475,the friends of rachel worth,http://pitchfork.com/reviews/albums/3475-the-friends-of-rachel-worth/,6.5,0,meg zamula,,2000-09-19,1,19,9,2000
4328,ghost of david,http://pitchfork.com/reviews/albums/4328-ghost-of-david/,8.2,0,richard m. juzwiak,contributor,2000-09-19,1,19,9,2000
3504,felt mountain,http://pitchfork.com/reviews/albums/3504-felt-mountain/,8,0,matt lemay,contributor,2000-09-19,1,19,9,2000
1655,"designer music: the remixes, vol. 1",http://pitchfork.com/reviews/albums/1655-designer-music-the-remixes-vol-1/,5.8,0,paul cooper,contributor,2000-09-19,1,19,9,2000
6352,bit sand riders,http://pitchfork.com/reviews/albums/6352-bit-sand-riders/,7.6,0,michael wartenbe,,2000-09-19,1,19,9,2000
2156,...with ghost,http://pitchfork.com/reviews/albums/2156-with-ghost/,6.2,0,ryan kearney,,2000-09-15,4,15,9,2000
1286,not the tremblin' kind,http://pitchfork.com/reviews/albums/1286-not-the-tremblin-kind/,7.4,0,michael sandlin,,2000-09-15,4,15,9,2000
6445,the museum of imaginary animals,http://pitchfork.com/reviews/albums/6445-the-museum-of-imaginary-animals/,7.7,0,s. murray,,2000-09-12,1,12,9,2000
7209,secret south,http://pitchfork.com/reviews/albums/7209-secret-south/,6.9,0,al shipley,,2000-09-12,1,12,9,2000
